CustomerID,Age,Gender,City,Income,Visits,TimeSpent,Orders,AmountSpent,DiscountUsed,Satisfaction,Membership,Returned,Month,ProductCategory
1319,57,Female,Mangalore,130593,19,62,8,21569,No,3,Premium,No,2,Fashion
1320,50,Female,Bangalore,120701,12,33,5,20997,No,4,Premium,No,7,Electronics
1321,31,Male,Bangalore,32848,10,31,4,8250,No,3,Silver,No,5,Electronics
1322,22,Female,Hubli,24529,1,8,1,2193,No,2,Regular,Yes,9,Home
1323,43,Male,Bangalore,63951,10,27,3,10231,No,3,Silver,No,9,Fashion
1324,56,Female,Mangalore,104794,8,31,2,13373,Yes,3,Gold,No,1,Home
1325,58,Female,Davangere,117075,12,29,5,15191,No,3,Gold,Yes,9,Grocery
1326,27,Male,Bangalore,127007,20,62,9,21746,No,4,Premium,No,10,Home
1327,27,Female,Hubli,64486,7,27,3,9874,Yes,4,Silver,No,10,Beauty
1328,19,Female,Bangalore,41840,8,29,4,8858,Yes,2,Silver,No,2,Fashion
1329,23,Female,Davangere,23425,4,25,1,5135,Yes,1,Regular,No,5,Electronics
1330,41,Male,Bangalore,39092,5,10,3,7000,Yes,2,Silver,Yes,7,Fashion
1331,40,Male,Hubli,28471,8,14,3,5645,Yes,2,Regular,Yes,4,Grocery
1332,33,Male,Hubli,131904,16,41,6,20883,No,4,Premium,No,7,Home
1333,31,Male,Mysore,54893,2,11,1,7746,Yes,3,Silver,No,2,Fashion
1334,52,Male,Mangalore,127007,13,42,7,20281,No,4,Premium,No,3,Fashion
1335,37,Female,Belgaum,91911,13,40,3,16869,Yes,4,Gold,No,9,Beauty
1336,51,Female,Hubli,90062,12,28,5,14634,No,4,Gold,No,5,Home
1337,58,Female,Belgaum,79123,5,20,1,10502,No,4,Silver,Yes,10,Home
1338,31,Male,Tumkur,126496,14,33,5,17139,Yes,3,Premium,No,1,Grocery
1339,26,Male,Mysore,25648,1,11,1,4141,Yes,1,Regular,No,8,Home
1340,58,Female,Hubli,32058,3,29,1,5130,Yes,2,Regular,No,6,Home
1341,44,Male,Bangalore,75040,5,18,2,13064,Yes,2,Gold,No,10,Electronics
1342,30,Female,Belgaum,71282,7,25,2,11115,No,2,Silver,Yes,10,Electronics
1343,44,Female,Hubli,90928,9,24,2,10701,Yes,3,Silver,No,6,Grocery
1344,39,Male,Mysore,115914,17,38,8,18506,No,3,Premium,No,9,Home
1345,56,Male,Bangalore,96381,14,38,7,16337,No,3,Gold,No,4,Fashion
1346,28,Male,Shimoga,53469,6,10,4,8146,No,2,Silver,No,9,Home
1347,59,Male,Mysore,62548,7,11,3,12650,Yes,4,Gold,No,2,Electronics
1348,57,Male,Mangalore,117803,15,57,6,17988,No,4,Premium,No,7,Beauty
1349,25,Female,Bangalore,46191,3,11,3,11637,No,4,Silver,No,4,Electronics
1350,24,Female,Tumkur,85543,7,24,4,12231,No,3,Gold,No,11,Beauty
1351,40,Female,Bangalore,90043,8,22,4,14024,No,3,Gold,Yes,7,Home
1352,19,Female,Bangalore,117535,13,38,4,17575,Yes,4,Premium,No,9,Fashion
1353,30,Female,Davangere,112866,11,40,5,20259,Yes,4,Premium,No,6,Electronics
1354,36,Male,Shimoga,80408,11,33,5,13133,No,3,Gold,Yes,5,Beauty
1355,58,Male,Bangalore,60191,10,34,2,13947,No,4,Gold,Yes,4,Electronics
1356,59,Female,Mysore,67827,4,11,2,13088,No,2,Gold,Yes,11,Electronics
1357,24,Male,Belgaum,73507,9,25,6,12901,Yes,4,Gold,No,10,Beauty
1358,55,Male,Davangere,48494,5,5,3,8506,No,2,Silver,No,3,Fashion
1359,21,Female,Mysore,101303,14,28,7,17112,Yes,2,Premium,Yes,10,Fashion
1360,49,Female,Hubli,47089,6,16,3,10312,No,3,Silver,No,7,Fashion
1361,53,Female,Belgaum,104328,9,27,4,13678,No,5,Gold,No,1,Grocery
1362,55,Female,Belgaum,117694,11,24,5,17129,No,3,Premium,Yes,8,Fashion
1363,27,Male,Belgaum,145039,18,54,6,24590,Yes,4,Premium,No,3,Electronics
1364,55,Female,Hubli,35458,8,24,2,7640,No,1,Silver,No,4,Fashion
1365,22,Female,Bangalore,118765,8,9,4,18093,No,3,Premium,No,10,Electronics
1366,39,Female,Shimoga,31177,5,9,3,6932,No,3,Regular,No,5,Fashion
1367,37,Female,Davangere,63842,12,39,4,13300,Yes,2,Gold,No,11,Electronics
1368,31,Female,Belgaum,42918,5,18,3,6641,No,1,Regular,Yes,9,Electronics
1369,18,Male,Bangalore,41097,7,13,3,7835,Yes,2,Silver,Yes,11,Fashion
1370,50,Male,Bangalore,42795,3,10,2,5253,Yes,2,Regular,No,9,Grocery
1371,32,Male,Belgaum,25712,3,16,2,6870,Yes,1,Regular,No,11,Electronics
1372,45,Male,Bangalore,127004,11,38,5,23211,Yes,5,Premium,No,6,Electronics
1373,35,Male,Tumkur,27946,1,5,1,1394,Yes,1,Regular,Yes,8,Grocery
1374,33,Male,Mysore,71806,12,33,6,9927,No,2,Silver,Yes,8,Grocery
1375,55,Female,Mangalore,110891,11,29,5,13402,Yes,4,Gold,Yes,11,Home
1376,21,Female,Shimoga,148751,17,54,7,22737,No,5,Premium,No,3,Fashion
1377,48,Female,Mysore,130982,12,37,4,19394,Yes,5,Premium,Yes,9,Fashion
1378,49,Female,Bangalore,37837,1,7,3,7699,Yes,1,Silver,Yes,10,Electronics
1379,33,Female,Hubli,148407,18,55,8,26965,No,5,Premium,No,6,Electronics
1380,29,Female,Hubli,104960,11,39,5,17664,No,3,Premium,No,11,Fashion
1381,18,Male,Mysore,43344,7,22,1,7869,Yes,4,Silver,No,6,Home
1382,57,Female,Hubli,78335,11,38,4,12585,No,2,Gold,Yes,3,Fashion
1383,57,Male,Shimoga,139325,18,60,8,23360,No,5,Premium,No,9,Home
1384,28,Male,Mysore,71079,10,24,4,12093,No,2,Gold,Yes,7,Fashion
1385,19,Female,Bangalore,43873,10,17,2,8162,Yes,4,Silver,No,1,Fashion
1386,23,Female,Mysore,133761,14,53,7,17833,No,5,Premium,Yes,2,Beauty
1387,20,Male,Mysore,143887,18,56,7,19804,No,3,Premium,No,4,Grocery
1388,52,Male,Bangalore,146828,22,54,10,25332,No,4,Premium,No,10,Fashion
1389,55,Male,Bangalore,144243,22,61,9,26376,No,5,Premium,No,11,Home
1390,24,Male,Mangalore,133472,12,41,5,20512,No,5,Premium,No,8,Fashion
1391,49,Male,Bangalore,79084,9,25,5,14204,Yes,3,Gold,No,2,Electronics
1392,25,Female,Tumkur,44999,10,26,3,6259,No,2,Regular,Yes,8,Beauty
1393,33,Female,Bangalore,100230,14,52,5,19293,No,4,Premium,No,11,Electronics
1394,43,Female,Bangalore,48703,7,14,3,6663,Yes,2,Regular,No,10,Fashion
1395,48,Female,Belgaum,81510,10,24,5,14232,No,2,Gold,No,5,Fashion
1396,54,Female,Shimoga,105290,12,37,3,19095,No,3,Premium,No,3,Electronics
1397,19,Female,Bangalore,143056,19,60,6,25153,No,5,Premium,No,11,Electronics
1398,26,Male,Bangalore,57581,6,21,3,9798,No,3,Silver,No,11,Fashion
1399,29,Male,Bangalore,52749,6,24,2,8337,No,4,Silver,No,1,Grocery
1400,31,Female,Hubli,115515,15,46,6,18379,No,4,Premium,No,11,Home
1401,59,Male,Mysore,20839,1,6,1,3481,Yes,2,Regular,Yes,2,Fashion
1402,50,Male,Bangalore,93635,13,37,5,20105,No,4,Premium,No,2,Electronics
1403,31,Male,Bangalore,116969,23,69,9,19509,No,3,Premium,No,10,Home
1404,58,Female,Mysore,91618,6,19,3,16636,Yes,3,Gold,No,8,Electronics
1405,38,Male,Tumkur,69914,10,32,3,7896,Yes,2,Silver,Yes,7,Home
1406,39,Female,Mangalore,127711,14,47,7,20458,Yes,3,Premium,Yes,11,Beauty
1407,36,Male,Mysore,68234,10,34,3,13765,No,3,Gold,No,11,Fashion
1408,24,Male,Bangalore,112369,14,42,5,18149,Yes,4,Premium,No,2,Fashion
1409,57,Male,Bangalore,80338,12,30,6,17064,No,4,Premium,No,9,Electronics
1410,18,Male,Bangalore,23455,6,18,3,8556,No,2,Silver,No,10,Electronics
1411,25,Female,Belgaum,88967,12,36,4,13851,Yes,3,Gold,No,8,Fashion
1412,27,Male,Davangere,26429,7,22,3,5218,No,2,Regular,No,12,Grocery
1413,29,Male,Shimoga,141025,11,48,6,20012,No,4,Premium,No,10,Fashion
1414,23,Female,Tumkur,98203,17,47,8,16261,No,4,Gold,No,2,Home
1415,18,Female,Tumkur,68364,10,33,3,11835,Yes,2,Silver,Yes,4,Beauty
1416,46,Male,Tumkur,83205,14,49,6,17920,No,3,Premium,No,11,Electronics
1417,58,Female,Bangalore,100493,9,28,4,16686,No,4,Gold,Yes,12,Electronics
1418,23,Female,Bangalore,53824,4,28,1,7617,No,2,Silver,Yes,2,Fashion
1419,30,Male,Bangalore,57491,8,21,3,8535,Yes,2,Silver,Yes,2,Home
1420,39,Female,Hubli,74425,9,29,4,13289,No,2,Gold,Yes,10,Fashion
1421,56,Female,Bangalore,53614,8,18,4,7398,No,2,Silver,No,2,Beauty
1422,47,Female,Davangere,118529,18,52,8,18302,No,3,Premium,Yes,2,Grocery
1423,50,Male,Hubli,33496,1,5,1,5955,No,3,Regular,Yes,11,Beauty
1424,42,Male,Hubli,127460,19,63,7,19206,Yes,5,Premium,No,10,Grocery
1425,35,Male,Bangalore,65308,8,26,4,11597,Yes,3,Silver,No,11,Beauty
1426,26,Female,Bangalore,92959,11,42,4,13180,No,5,Gold,No,9,Grocery
1427,54,Female,Bangalore,40508,1,5,1,5178,Yes,2,Regular,Yes,6,Beauty
1428,51,Male,Davangere,70098,10,28,4,10440,No,5,Silver,No,11,Beauty
1429,19,Male,Hubli,118098,8,43,2,17213,No,4,Premium,No,5,Beauty
1430,48,Female,Belgaum,55190,9,30,3,7274,Yes,3,Silver,No,5,Grocery
1431,21,Female,Bangalore,37195,1,5,2,6996,No,2,Regular,No,11,Fashion
1432,49,Female,Mysore,87849,11,28,4,13621,No,3,Gold,No,10,Home
1433,52,Male,Mysore,41123,5,8,4,6305,Yes,3,Regular,No,11,Home
1434,23,Female,Belgaum,60917,11,40,4,8359,No,2,Silver,No,3,Grocery
1435,36,Male,Belgaum,78560,9,24,4,15189,No,4,Gold,No,12,Fashion
1436,23,Female,Bangalore,93332,10,31,6,14429,No,3,Gold,No,9,Beauty
1437,41,Male,Tumkur,103119,11,33,3,13631,Yes,4,Gold,No,9,Beauty
1438,56,Male,Bangalore,107965,17,56,5,16173,Yes,3,Gold,No,11,Grocery
1439,21,Male,Shimoga,129758,18,48,8,21183,No,4,Premium,No,6,Fashion
1440,34,Female,Bangalore,28590,2,5,1,8785,Yes,2,Silver,Yes,10,Beauty
1441,58,Female,Bangalore,67102,8,26,3,10302,Yes,2,Silver,Yes,9,Beauty
1442,30,Male,Davangere,20138,1,7,1,1620,No,1,Regular,Yes,10,Grocery
1443,23,Female,Bangalore,21227,4,14,2,5681,Yes,4,Regular,No,11,Grocery
1444,38,Male,Mysore,47596,1,5,1,4342,Yes,2,Regular,Yes,10,Home
1445,39,Male,Mysore,97759,14,47,5,15326,Yes,2,Gold,No,2,Home
1446,45,Male,Bangalore,136287,17,46,7,26084,No,4,Premium,No,4,Electronics
1447,31,Female,Mangalore,120561,22,62,8,18811,No,4,Premium,No,12,Grocery
1448,58,Male,Davangere,104018,10,23,3,13839,No,4,Gold,No,12,Fashion
1449,39,Female,Davangere,121162,15,54,6,17763,Yes,4,Premium,No,12,Beauty
1450,30,Male,Bangalore,42355,11,37,3,9850,Yes,3,Silver,No,1,Beauty
1451,58,Male,Hubli,129179,20,64,8,21799,No,3,Premium,Yes,6,Fashion
1452,56,Male,Bangalore,135735,15,54,6,21790,No,4,Premium,No,10,Electronics
1453,38,Female,Bangalore,32357,5,35,2,7218,Yes,1,Silver,No,10,Electronics
1454,19,Male,Bangalore,81094,10,18,4,10493,No,2,Silver,No,2,Grocery
1455,43,Female,Tumkur,127905,17,46,7,20239,No,3,Premium,No,9,Home
1456,41,Female,Shimoga,81892,8,20,3,16298,No,2,Gold,No,3,Electronics
1457,24,Male,Belgaum,129262,16,42,7,21237,No,5,Premium,No,8,Beauty
1458,44,Female,Hubli,141621,13,31,7,22571,Yes,5,Premium,No,4,Fashion
1459,53,Female,Mysore,81706,11,31,4,10307,No,4,Silver,No,1,Grocery
1460,22,Male,Hubli,27733,5,6,2,4374,Yes,2,Regular,No,2,Fashion
1461,48,Male,Hubli,64207,7,23,3,13456,No,3,Gold,No,11,Electronics
1462,23,Male,Mysore,47973,1,5,1,7228,No,1,Silver,Yes,10,Electronics
1463,49,Female,Bangalore,81635,13,42,7,14087,No,4,Gold,No,12,Home
1464,35,Male,Bangalore,96150,13,43,6,16522,No,3,Gold,No,7,Fashion
1465,18,Female,Tumkur,80307,8,28,1,9705,Yes,3,Silver,Yes,7,Beauty
1466,58,Female,Mysore,45413,5,12,2,6714,No,2,Regular,Yes,6,Fashion
1467,24,Female,Tumkur,59151,3,24,2,9134,No,2,Silver,No,9,Fashion
1468,43,Male,Bangalore,108339,10,32,4,16872,Yes,2,Gold,No,6,Fashion
1469,25,Female,Hubli,23507,1,5,1,5866,No,1,Regular,Yes,10,Fashion
1470,57,Male,Bangalore,47832,10,23,3,8401,No,3,Silver,No,10,Grocery
1471,49,Male,Bangalore,136005,15,33,5,23056,No,5,Premium,No,11,Electronics
1472,51,Male,Bangalore,32890,6,18,3,3798,Yes,1,Regular,No,4,Grocery
1473,36,Male,Bangalore,73917,8,23,1,9989,No,2,Silver,No,8,Fashion
1474,37,Male,Shimoga,46908,7,18,3,9896,Yes,2,Silver,Yes,4,Electronics
1475,44,Male,Bangalore,33604,4,26,3,7379,Yes,2,Silver,No,1,Fashion
1476,50,Male,Hubli,74955,12,40,3,14833,No,2,Gold,No,10,Electronics
1477,53,Male,Mysore,87787,9,32,2,9377,Yes,2,Silver,No,8,Beauty
1478,18,Female,Mysore,42898,1,5,1,4897,Yes,1,Regular,Yes,10,Home
1479,45,Male,Hubli,30113,1,5,1,7078,No,2,Silver,No,2,Fashion
1480,22,Female,Bangalore,37510,3,9,1,5729,Yes,1,Regular,No,12,Home
1481,30,Female,Tumkur,104701,9,28,5,13675,No,3,Gold,No,12,Home
1482,52,Female,Davangere,131837,18,41,8,22965,No,5,Premium,No,7,Grocery
1483,28,Female,Belgaum,43438,4,11,2,5341,No,1,Regular,Yes,11,Grocery
1484,51,Female,Mysore,61651,15,45,6,11631,No,2,Silver,Yes,4,Beauty
1485,37,Female,Bangalore,64696,3,7,2,9486,No,3,Silver,Yes,10,Beauty
1486,27,Female,Shimoga,66898,9,21,3,9581,Yes,2,Silver,No,11,Beauty
1487,32,Female,Mysore,51759,3,5,2,7498,No,2,Silver,No,11,Fashion
1488,40,Male,Bangalore,27185,2,5,1,7199,Yes,3,Silver,No,11,Beauty
1489,50,Male,Mysore,88270,11,34,5,17814,No,3,Premium,No,7,Electronics
1490,43,Female,Belgaum,66458,1,7,2,10229,No,4,Silver,No,11,Beauty
1491,57,Male,Mangalore,64493,9,35,4,10293,Yes,3,Silver,No,10,Grocery
1492,54,Female,Belgaum,54425,13,37,5,11482,Yes,2,Silver,No,3,Electronics
1493,49,Male,Belgaum,140815,16,45,7,22800,No,5,Premium,No,3,Beauty
1494,43,Male,Bangalore,99363,13,42,2,12684,No,4,Gold,No,10,Grocery
1495,30,Female,Shimoga,74430,12,40,5,15806,Yes,4,Gold,No,9,Electronics
1496,35,Female,Mysore,46700,5,12,2,5356,Yes,2,Regular,No,8,Home
1497,22,Female,Mangalore,124146,14,48,6,15003,No,4,Gold,No,11,Grocery
1498,33,Male,Bangalore,135488,10,37,5,18467,No,4,Premium,No,9,Grocery
1499,56,Female,Tumkur,24201,5,24,2,6460,No,2,Regular,Yes,6,Electronics
1500,35,Female,Bangalore,140857,17,63,6,19058,No,3,Premium,No,7,Fashion
